,ticket_id,day_of_week_num,company_size_cat,industry_cat,customer_tier_cat,past_30d_tickets,past_90d_incidents,product_area_cat,customers_affected,error_rate_pct,downtime_min,payment_impact_flag,security_incident_flag,data_loss_flag,priority_cat
6676,1000006676,2,1,5,1,4,0,3,3,7.888379635,0,0,0,0,1
6677,1000006677,5,3,3,2,10,1,2,1453,1.825936561,27,0,0,0,3
6678,1000006678,1,3,3,2,8,0,5,109,0.756465474,0,0,0,0,1
6679,1000006679,4,1,3,2,3,4,6,1,1.0198634,0,0,0,0,1
6680,1000006680,7,1,6,1,3,1,2,0,3.731486755,0,0,0,0,1
6681,1000006681,2,2,3,3,5,2,5,28,3.820930435,0,0,0,0,1
6682,1000006682,3,1,2,1,2,1,3,7,0.84389141,0,0,0,0,1
6683,1000006683,2,2,7,2,2,5,5,31,1.179912865,18,0,0,0,2
6684,1000006684,4,3,1,3,3,5,1,325,1.667405486,0,0,0,0,2
6685,1000006685,2,2,2,2,3,2,2,155,0.0,0,0,0,0,1
6686,1000006686,3,2,2,1,2,0,5,28,0.482951617,14,0,0,0,1
6687,1000006687,3,2,5,3,3,1,6,1,4.504517805,58,0,0,0,1
6688,1000006688,4,3,1,3,10,1,2,191,4.890892,24,0,0,0,3
6689,1000006689,2,1,3,1,4,2,5,3,3.425284812,0,0,0,0,1
6690,1000006690,4,3,3,2,5,2,5,324,0.546316209,16,0,0,0,2
6691,1000006691,1,3,1,3,9,2,6,211,7.667575017,7,0,0,0,3
6692,1000006692,1,3,7,3,7,1,5,1370,0.816673476,7,0,0,0,3
6693,1000006693,4,2,5,3,3,3,5,64,0.411635179,2,0,0,0,1
6694,1000006694,1,1,2,1,3,1,2,4,3.846257007,33,0,0,0,2
6695,1000006695,4,1,3,2,2,1,5,5,0.782494661,0,0,0,0,1
6696,1000006696,5,1,7,1,4,2,1,11,5.235887244,42,0,0,0,2
6697,1000006697,2,2,3,3,3,2,1,175,20.656614,0,0,0,0,3
6698,1000006698,3,2,2,1,3,0,6,38,0.232567583,0,0,0,0,1
6699,1000006699,3,1,3,2,2,2,3,4,0.485299088,29,0,0,0,1
6700,1000006700,3,3,6,2,6,2,3,316,4.080210891,14,0,0,0,3
6701,1000006701,4,3,3,2,7,2,6,994,3.198503094,29,0,0,0,3
6702,1000006702,1,2,3,3,2,2,4,83,5.978768445,87,0,0,0,3
6703,1000006703,1,2,3,3,2,0,2,165,1.273782834,27,1,0,0,3
6704,1000006704,1,3,6,2,2,1,3,722,26.82530396,28,0,0,0,3
6705,1000006705,2,1,1,1,6,1,1,19,5.275809062,0,0,0,0,1
6706,1000006706,4,2,4,2,4,0,3,13,4.440317405,0,0,0,0,1
6707,1000006707,1,1,7,2,3,3,3,9,8.505934944,15,0,0,0,2
6708,1000006708,3,3,3,2,2,1,4,546,10.95095433,31,0,0,0,3
6709,1000006709,3,1,4,1,3,1,1,11,2.39183659,16,0,0,0,2
6710,1000006710,5,2,3,3,0,4,5,18,5.484282145,0,0,0,0,1
6711,1000006711,5,2,7,3,3,5,3,13,2.221796359,0,0,0,0,1
6712,1000006712,2,1,2,2,1,3,3,17,9.600370245,5,0,0,0,2
6713,1000006713,5,1,4,1,5,2,3,1,3.911557614,0,0,0,0,1
6714,1000006714,4,3,1,3,5,2,2,1178,0.923853648,0,1,0,0,3
6715,1000006715,5,2,7,2,0,2,1,29,5.585886347,32,0,0,0,2
6716,1000006716,3,2,2,1,1,0,6,16,6.249201629,0,0,0,0,1
6717,1000006717,1,1,6,1,5,1,6,6,6.875134431,0,0,0,0,1
6718,1000006718,2,3,3,2,9,2,2,156,6.327959285,37,0,0,0,3
6719,1000006719,5,3,3,2,7,4,4,572,6.658043521,0,0,0,0,2
6720,1000006720,5,2,7,3,5,4,5,60,1.172302509,12,0,0,0,2
6721,1000006721,4,2,5,3,2,0,1,73,15.34395703,44,0,1,0,3
6722,1000006722,5,1,7,1,1,1,2,10,0.998302783,0,0,0,0,1
6723,1000006723,3,1,7,1,1,0,6,7,3.667237288,14,0,0,0,1
6724,1000006724,5,2,3,3,8,9,5,20,1.847967795,5,0,0,0,1
6725,1000006725,3,1,7,2,1,0,1,37,7.04731119,0,0,0,0,1
6726,1000006726,1,2,4,2,2,4,3,57,11.28696376,0,0,0,0,2
6727,1000006727,1,2,5,3,5,3,5,17,1.041842472,8,0,0,0,1
6728,1000006728,3,1,1,1,4,2,3,3,1.031613438,30,0,0,0,1
6729,1000006729,4,2,3,2,3,1,3,26,1.394539544,0,0,0,0,1
6730,1000006730,2,1,1,1,2,2,2,7,3.410342403,27,0,0,0,2
6731,1000006731,3,3,7,3,10,1,4,150,4.908393516,15,0,0,0,3
6732,1000006732,2,2,3,2,6,0,1,3,2.323338116,44,0,0,0,1
6733,1000006733,4,2,7,3,5,4,5,37,10.29310242,0,0,0,0,2
6734,1000006734,3,3,1,3,6,5,6,263,13.69120016,20,0,0,0,3
6735,1000006735,1,2,5,3,2,2,1,10,0.644855697,12,0,0,0,2
6736,1000006736,2,3,3,2,10,3,5,310,2.835181378,7,0,0,0,2
6737,1000006737,2,2,2,1,1,0,6,53,4.013326314,18,0,0,0,2
6738,1000006738,1,3,6,2,2,2,4,1506,13.11908487,0,0,0,0,3
6739,1000006739,2,3,3,2,6,1,4,2447,3.326420398,0,0,0,0,2
6740,1000006740,5,3,7,3,5,2,1,1106,15.29027292,35,0,0,0,3
6741,1000006741,1,2,3,2,0,2,4,547,1.066511126,20,0,0,1,3
6742,1000006742,2,2,2,2,4,3,6,120,8.930417473,0,0,0,0,2
6743,1000006743,1,3,3,2,6,1,5,320,3.612766875,0,1,0,0,2
6744,1000006744,3,1,2,2,3,3,3,5,1.93391892,6,0,0,0,1
6745,1000006745,3,3,3,2,7,1,4,335,8.648203228,45,0,0,0,3
6746,1000006746,4,3,6,2,5,4,4,1086,9.105494629,0,0,0,0,2
6747,1000006747,4,3,1,3,7,6,5,16,0.779129058,21,0,0,0,2
6748,1000006748,2,3,1,3,13,4,2,1840,0.90773711,0,0,0,0,3
6749,1000006749,5,1,1,1,3,1,6,4,0.843888643,79,0,0,0,1
6750,1000006750,4,2,3,3,4,2,1,194,3.73764056,17,0,0,0,3
6751,1000006751,2,3,1,3,11,2,1,433,7.777849153,14,0,0,0,3
6752,1000006752,2,1,4,1,2,1,6,7,5.663563616,6,0,0,0,1
6753,1000006753,4,2,3,3,3,2,5,44,3.206412789,0,0,0,0,1
6754,1000006754,2,3,1,3,5,2,4,631,5.889314824,57,0,0,0,3
6755,1000006755,2,1,5,1,2,5,1,14,4.347773071,0,0,0,0,1
6756,1000006756,2,2,2,2,4,0,1,64,8.313515831,22,0,0,0,3
6757,1000006757,3,3,7,3,9,2,5,272,0.150364638,11,0,0,0,2
6758,1000006758,1,3,3,2,4,5,1,841,4.955312203,55,0,0,0,3
6759,1000006759,1,3,3,2,10,3,6,1078,5.881521762,38,0,0,0,3
6760,1000006760,2,3,3,2,10,2,1,1870,7.49785152,0,0,0,0,2
6761,1000006761,1,2,4,2,6,2,6,11,7.75857636,22,0,0,0,2
6762,1000006762,6,2,4,2,2,2,5,10,1.70592743,12,0,0,0,1
6763,1000006763,3,2,3,2,4,2,5,10,3.297362765,0,0,0,0,1
6764,1000006764,4,1,2,2,1,0,5,16,0.305876507,0,0,0,0,1
6765,1000006765,3,1,7,1,2,2,5,4,0.654172655,0,0,0,0,1
6766,1000006766,2,2,4,2,1,0,1,192,4.742223837,0,0,0,0,2
6767,1000006767,2,2,7,3,3,2,1,19,24.24587481,0,0,0,0,2
6768,1000006768,1,3,1,3,4,3,2,453,3.557887369,0,0,0,0,2
6769,1000006769,1,1,3,2,3,0,6,5,2.136021199,0,0,0,0,1
6770,1000006770,5,1,7,2,3,1,3,6,0.0,0,0,0,0,1
6771,1000006771,2,3,3,2,5,6,1,24,2.357467568,0,0,0,0,1
6772,1000006772,1,3,7,3,7,3,3,374,5.938125268,8,0,0,0,3
6773,1000006773,3,2,3,3,2,3,2,15,0.507352905,0,0,0,0,1
6774,1000006774,3,2,7,3,0,2,6,30,10.98120297,4,0,0,0,2
6775,1000006775,5,1,1,1,2,4,2,6,0.0,47,0,0,0,1
6776,1000006776,5,1,1,1,4,1,1,67,5.018940326,19,0,0,0,2
6777,1000006777,3,3,7,3,10,5,1,2881,3.593825474,19,0,0,0,3
6778,1000006778,1,3,6,2,7,2,3,480,10.14066088,0,0,0,0,2
6779,1000006779,7,1,2,2,0,0,6,24,2.989191211,4,0,0,0,1
6780,1000006780,3,3,1,3,14,2,1,2487,6.552192811,0,0,0,0,3
6781,1000006781,2,3,6,2,6,1,4,779,3.273117549,0,0,0,0,2
6782,1000006782,2,1,4,1,1,2,6,3,6.323213495,0,0,0,0,1
6783,1000006783,2,3,1,3,3,2,1,538,2.571808524,0,0,0,0,2
6784,1000006784,1,1,4,1,2,1,1,14,4.831511611,29,0,0,0,2
6785,1000006785,1,2,3,3,3,2,5,11,2.029617674,0,0,0,0,1
6786,1000006786,7,3,3,2,8,1,5,98,1.028185162,0,0,0,0,1
6787,1000006787,2,3,3,2,2,0,2,1186,1.201222837,0,0,0,0,2
6788,1000006788,2,1,5,1,2,2,1,3,4.522053597,0,0,0,0,1
6789,1000006789,1,2,4,2,4,1,1,11,6.525057771,55,0,0,0,2
6790,1000006790,1,2,4,2,1,1,3,21,3.326002043,0,0,0,0,1
6791,1000006791,4,1,6,1,2,2,3,4,4.558891447,0,0,0,0,1
6792,1000006792,4,3,7,3,9,1,4,272,6.322477664,0,0,0,0,2
6793,1000006793,5,1,2,1,3,4,2,20,5.204631625,0,0,0,0,1
6794,1000006794,5,1,5,1,1,4,3,6,4.831622133,0,0,0,0,1
6795,1000006795,5,2,7,2,5,0,6,100,3.740965227,11,0,0,0,2
6796,1000006796,4,2,5,3,4,2,6,11,5.606867714,0,0,0,0,1
6797,1000006797,1,3,3,2,6,2,1,225,10.03324605,0,0,0,0,2
6798,1000006798,3,1,2,1,0,1,3,7,10.73503037,0,0,0,0,1
6799,1000006799,2,2,3,3,0,2,6,100,8.159156098,21,0,0,0,3
6800,1000006800,5,1,2,2,5,2,2,72,0.0,0,0,0,0,1
6801,1000006801,5,2,5,3,4,0,5,7,4.64555694,13,0,0,0,1
6802,1000006802,5,2,3,3,2,2,3,6,5.186953294,4,0,0,0,1
6803,1000006803,1,1,1,1,2,0,3,5,1.255166024,6,0,0,0,1
6804,1000006804,2,2,3,3,2,2,5,2,0.50358271,2,1,0,0,1
6805,1000006805,3,1,3,2,3,1,5,0,1.864890046,27,0,0,0,1
6806,1000006806,4,1,3,1,3,0,5,9,1.797374335,9,0,0,0,1
6807,1000006807,2,2,4,2,3,1,6,18,3.966191862,0,0,0,0,1
6808,1000006808,2,1,4,1,3,1,2,5,2.416652264,0,0,0,0,1
6809,1000006809,2,2,7,2,4,1,1,280,0.204317406,0,0,0,0,1
6810,1000006810,5,1,1,1,4,3,6,13,8.411642127,79,0,0,0,2
6811,1000006811,4,1,4,1,1,1,3,10,0.0,0,0,0,0,1
6812,1000006812,1,2,5,3,3,5,1,29,2.533526125,20,0,0,0,2
6813,1000006813,4,2,3,2,3,1,5,23,1.1211808,11,0,0,0,1
6814,1000006814,1,2,5,3,2,2,1,95,12.11876839,0,0,0,0,2
6815,1000006815,2,2,3,2,0,0,5,29,2.136859991,1,0,0,0,1
6816,1000006816,4,1,3,1,3,0,2,26,3.706786751,0,1,0,0,2
6817,1000006817,3,2,3,2,6,1,6,3,0.338937843,24,0,0,0,1
6818,1000006818,2,2,2,2,3,1,4,103,16.53740915,0,0,0,0,2
6819,1000006819,1,1,3,1,2,1,1,6,4.687608179,12,0,0,0,2
6820,1000006820,2,3,3,2,4,0,2,231,0.963226894,15,0,0,0,2
6821,1000006821,2,2,2,2,4,0,6,36,18.3818975,0,0,0,0,2
6822,1000006822,2,1,6,1,2,0,3,3,0.0,0,0,0,0,1
6823,1000006823,1,2,7,3,3,2,3,28,2.276305538,0,0,0,0,1
6824,1000006824,2,2,7,2,7,2,3,52,10.18563329,0,0,0,0,1
6825,1000006825,2,2,2,2,3,3,6,72,2.074555056,0,0,0,0,1
6826,1000006826,2,2,5,3,4,3,5,73,3.307740159,4,0,0,0,2
6827,1000006827,1,1,3,2,1,2,3,5,6.742818451,0,0,0,0,1
6828,1000006828,4,1,1,1,0,3,1,3,4.03243319,8,0,0,0,1
6829,1000006829,1,3,1,3,6,2,3,293,10.83339743,0,0,0,0,3
6830,1000006830,5,1,4,1,5,1,2,2,2.445907558,0,0,0,0,1
6831,1000006831,3,2,7,2,1,1,5,0,3.139437205,0,0,0,0,1
6832,1000006832,4,1,5,1,2,0,5,6,2.477577153,0,0,0,0,1
6833,1000006833,4,2,4,2,4,4,3,49,0.506903681,0,0,0,0,1
6834,1000006834,4,3,7,3,9,5,5,467,0.507650987,23,0,0,0,3
6835,1000006835,6,2,7,2,6,0,5,23,2.296667489,0,0,0,0,1
6836,1000006836,4,1,2,2,1,0,6,8,3.201500832,24,0,0,0,2
6837,1000006837,2,1,2,2,4,2,1,8,11.77251285,4,0,0,0,1
6838,1000006838,5,1,1,1,0,0,2,5,1.489522672,89,0,0,0,2
6839,1000006839,1,3,1,3,3,7,5,65,1.568001421,30,0,0,0,2
6840,1000006840,1,3,3,2,4,3,4,316,1.894845514,0,0,0,0,2
6841,1000006841,4,1,2,2,4,1,2,10,0.710675761,22,0,0,0,1
6842,1000006842,3,3,6,2,1,2,6,1108,1.189388592,6,0,0,0,2
6843,1000006843,5,1,4,1,2,0,3,0,1.983458127,13,0,0,0,1
6844,1000006844,4,2,7,3,5,3,1,106,4.833904786,36,0,0,0,3
6845,1000006845,3,2,2,2,4,2,3,28,2.546103047,6,0,0,0,1
6846,1000006846,7,1,2,1,2,1,6,17,4.171694596,21,0,0,0,2
6847,1000006847,1,1,7,2,2,0,3,2,4.706058645,0,0,0,0,1
6848,1000006848,4,1,7,2,3,1,6,3,2.147275875,0,0,0,0,1
6849,1000006849,4,2,5,3,1,2,3,16,3.14478409,3,0,0,0,1
6850,1000006850,1,3,7,3,7,6,3,1482,14.12092159,0,0,0,0,3
6851,1000006851,5,3,7,3,5,5,6,56,2.169737999,0,0,0,0,1
6852,1000006852,1,2,2,1,2,2,1,67,4.510931141,9,0,0,0,2
6853,1000006853,4,1,4,1,0,2,6,12,0.978854104,3,0,0,0,1
6854,1000006854,1,1,1,1,7,0,2,7,12.0998905,17,0,0,0,2
6855,1000006855,3,3,3,2,3,4,5,776,2.886001794,5,0,0,0,2
6856,1000006856,2,3,6,2,5,0,6,246,3.198435475,0,0,0,0,2
6857,1000006857,6,1,3,1,2,1,6,14,5.993895685,43,0,0,0,2
6858,1000006858,2,1,2,2,1,1,1,73,4.661522694,47,0,0,0,2
6859,1000006859,6,2,3,2,3,2,6,36,16.09947349,11,0,0,0,2
6860,1000006860,4,2,7,2,3,2,1,51,4.077831077,0,0,0,0,1
6861,1000006861,4,2,2,1,1,3,4,69,3.72147359,23,0,0,0,2
6862,1000006862,7,3,7,3,9,2,6,414,12.91105687,24,0,0,0,3
6863,1000006863,4,1,1,1,1,1,1,61,5.204754766,16,0,0,0,2
6864,1000006864,3,3,6,2,7,2,4,2564,4.899194774,0,0,0,0,2
6865,1000006865,5,2,2,1,4,1,2,39,1.046878652,0,0,0,0,1
6866,1000006866,7,3,1,3,9,4,5,230,0.860300567,0,0,0,0,2
6867,1000006867,4,1,6,1,1,1,6,2,2.419933019,23,0,0,0,1
6868,1000006868,5,1,6,1,1,3,6,3,0.765533778,37,0,0,0,1
6869,1000006869,5,1,7,1,4,1,6,6,4.168817862,0,0,0,0,1
6870,1000006870,1,2,2,2,4,3,1,126,2.04315386,12,0,0,0,2
6871,1000006871,4,1,5,1,4,5,6,4,2.731331007,0,0,0,0,1
6872,1000006872,1,2,3,3,10,2,5,6,1.022520498,0,0,0,0,1
6873,1000006873,4,1,1,1,4,0,2,4,2.133432242,0,0,0,0,1
6874,1000006874,1,1,7,1,2,0,3,9,2.517159653,19,0,0,0,1
6875,1000006875,7,2,5,3,1,1,1,49,2.205658343,0,0,0,0,1
6876,1000006876,2,3,1,3,7,2,4,69,2.287932914,40,0,0,1,3
6877,1000006877,6,1,3,1,5,3,5,9,6.037828215,11,0,0,0,1
6878,1000006878,6,2,3,2,4,1,6,41,2.387985058,0,0,0,0,1
6879,1000006879,1,1,4,1,1,0,3,12,3.826276422,0,0,0,0,1
6880,1000006880,4,2,5,3,3,3,3,33,0.0,24,0,0,0,2
6881,1000006881,3,2,2,2,3,2,1,310,3.994878722,15,1,0,0,3
6882,1000006882,1,2,2,1,3,0,6,113,3.783073656,11,0,0,0,2
6883,1000006883,1,1,4,1,1,1,3,1,0.738564938,0,0,0,0,1
6884,1000006884,1,1,3,1,4,2,5,3,1.449978485,6,0,0,0,1
6885,1000006885,5,1,5,1,6,0,1,44,2.210563345,40,0,0,0,2
6886,1000006886,5,2,7,2,2,1,5,2,2.819730285,0,0,0,0,1
6887,1000006887,2,2,2,2,4,0,5,72,1.253433948,0,0,0,0,1
6888,1000006888,5,3,6,2,8,3,1,100,5.767648376,15,0,0,0,2
6889,1000006889,6,1,3,1,1,0,5,2,1.212756809,0,0,0,0,1
6890,1000006890,7,1,7,1,2,1,5,12,2.117014858,0,0,0,0,1
6891,1000006891,3,2,7,2,2,2,5,26,2.47770585,3,0,0,0,1
6892,1000006892,3,3,1,3,9,1,6,244,2.379003224,21,0,0,0,3
6893,1000006893,4,2,7,2,3,2,3,1,25.18750926,0,0,0,0,1
6894,1000006894,3,1,1,1,1,1,5,5,2.710978474,0,0,0,0,1
6895,1000006895,5,2,7,2,5,0,1,97,0.542077448,27,0,0,0,2
6896,1000006896,3,3,7,3,10,1,5,240,1.206146906,23,0,0,0,3
6897,1000006897,5,1,7,1,2,0,1,29,19.8441427,0,0,0,0,2
6898,1000006898,5,1,3,1,1,0,1,37,3.192680746,0,0,0,0,1
6899,1000006899,3,3,1,3,7,3,1,1143,1.750824248,13,0,0,0,3
6900,1000006900,2,2,2,2,3,2,3,32,1.144822518,9,0,0,0,2
6901,1000006901,2,1,5,1,1,3,6,5,1.031750489,1,0,0,0,1
6902,1000006902,6,1,2,2,3,1,2,82,0.0,23,0,0,0,2
6903,1000006903,2,2,5,3,2,0,6,11,6.540788662,0,0,0,0,1
6904,1000006904,4,1,4,1,0,1,3,5,0.0,0,0,0,0,1
6905,1000006905,1,2,4,2,8,0,6,44,2.760076581,36,0,0,0,2
6906,1000006906,5,3,3,2,5,2,6,230,5.844233787,0,0,0,0,2
6907,1000006907,2,1,7,1,1,1,6,4,4.527233531,28,0,0,0,1
6908,1000006908,4,2,7,2,2,0,3,8,15.64702266,0,0,0,0,1
6909,1000006909,2,2,5,3,4,2,4,42,21.50316353,0,0,0,0,2
6910,1000006910,2,3,6,2,7,3,3,63,2.127241935,0,0,0,0,1
6911,1000006911,3,1,3,1,2,0,2,35,1.272815721,4,0,0,0,1
6912,1000006912,1,1,3,1,1,3,1,69,4.521053643,25,0,0,0,2
6913,1000006913,3,1,1,1,2,2,1,11,4.664199914,33,0,0,0,2
6914,1000006914,3,2,2,1,1,4,3,17,1.759185887,0,0,0,0,1
6915,1000006915,3,2,7,2,3,3,3,12,8.418346396,0,0,0,0,1
6916,1000006916,1,1,5,1,1,3,5,2,4.558086086,0,0,0,0,1
6917,1000006917,1,1,5,1,1,1,1,6,3.313833431,0,0,0,0,1
6918,1000006918,3,3,3,2,3,3,4,1335,3.445391779,24,0,0,0,3
6919,1000006919,2,1,6,1,4,0,2,6,3.675942353,0,0,0,0,1
6920,1000006920,2,3,3,2,7,5,1,1169,6.527176411,0,0,0,0,3
6921,1000006921,5,3,6,2,5,1,3,460,11.75075488,0,0,0,0,2
6922,1000006922,2,1,4,1,0,1,6,5,0.515836927,0,0,0,0,1
6923,1000006923,3,3,3,2,2,5,5,222,2.523424086,0,0,0,0,1
6924,1000006924,2,1,4,1,1,1,3,7,6.282912593,0,0,0,0,1
6925,1000006925,1,2,3,3,1,1,5,27,3.539529786,4,0,0,0,2
6926,1000006926,4,3,6,2,7,1,4,931,5.150583588,16,0,0,0,3
6927,1000006927,5,1,3,2,5,0,1,46,3.03444112,0,0,0,0,1
6928,1000006928,1,1,2,2,3,2,1,14,2.814707263,0,0,0,0,1
6929,1000006929,1,1,3,1,4,1,6,14,7.541151796,0,0,0,0,1
6930,1000006930,3,3,6,2,5,0,4,68,6.496781128,60,0,0,0,3
6931,1000006931,1,1,7,1,1,3,1,14,5.932739217,90,0,0,0,2
6932,1000006932,4,1,7,1,4,0,6,5,3.384784812,0,0,0,0,1
6933,1000006933,6,2,3,2,1,2,2,87,0.662565085,0,0,0,0,1
6934,1000006934,4,2,7,2,2,2,4,119,2.207176424,18,0,0,0,2
6935,1000006935,3,3,1,3,7,4,6,1380,1.712139031,0,0,0,0,3
6936,1000006936,7,1,4,1,3,3,3,3,5.654266305,17,0,0,0,1
6937,1000006937,1,2,7,3,5,1,3,6,1.101564125,0,0,0,0,1
6938,1000006938,1,2,5,3,6,2,5,27,1.434957871,30,0,0,0,2
6939,1000006939,5,3,6,2,4,1,3,44,0.85578834,7,0,0,0,1
6940,1000006940,5,2,3,3,5,1,5,85,4.026536896,3,0,0,0,2
6941,1000006941,3,1,4,1,4,3,1,3,13.18984177,0,0,0,0,1
6942,1000006942,4,3,1,3,4,4,5,84,1.025166723,24,0,0,0,2
6943,1000006943,1,2,7,3,3,4,5,23,3.143956535,24,0,0,0,2
6944,1000006944,3,2,7,2,3,2,5,19,0.604671253,19,0,0,0,1
6945,1000006945,5,1,7,1,4,0,1,8,2.212368314,0,0,0,0,1
6946,1000006946,6,2,2,2,5,0,5,26,4.809729148,15,0,0,0,2
6947,1000006947,4,1,4,1,6,2,6,1,1.97315741,17,0,0,0,1
6948,1000006948,3,2,7,2,4,1,1,84,1.592426121,0,0,0,0,1
6949,1000006949,3,1,5,1,3,0,5,2,1.709244835,0,0,0,0,1
6950,1000006950,5,2,7,2,3,1,6,122,3.66925596,17,0,0,0,2
6951,1000006951,2,1,7,2,1,1,2,4,12.4153672,12,0,0,0,1
6952,1000006952,1,3,6,2,6,1,2,255,1.680622379,0,0,0,0,2
6953,1000006953,2,1,7,1,4,0,1,27,4.385680944,0,0,0,0,1
6954,1000006954,1,1,2,2,4,3,2,23,3.250913916,28,0,0,0,2
6955,1000006955,1,2,3,2,1,2,2,41,2.603050627,0,0,0,0,1
6956,1000006956,2,2,2,1,7,3,1,76,1.483673719,23,0,0,0,2
6957,1000006957,5,2,4,2,2,2,6,59,5.774639108,0,0,0,0,1
6958,1000006958,1,3,1,3,6,4,2,235,0.679609379,24,0,0,0,3
6959,1000006959,3,3,7,3,8,3,1,1027,18.14681489,42,0,0,0,3
6960,1000006960,2,2,7,2,6,1,6,0,7.625991533,20,0,0,0,1
6961,1000006961,3,1,4,1,2,1,1,15,7.326028803,50,0,0,0,2
6962,1000006962,4,1,4,1,2,4,2,1,2.294713157,0,0,0,0,1
6963,1000006963,1,3,3,2,7,1,1,269,2.144696566,8,0,0,0,2
6964,1000006964,2,3,3,2,8,5,5,221,2.31988285,0,0,0,0,1
6965,1000006965,3,1,4,1,0,4,2,6,2.7830485,25,0,0,0,1
6966,1000006966,4,3,3,2,7,4,5,682,2.890005129,0,0,0,0,2
6967,1000006967,4,2,7,3,2,3,3,27,1.410638705,7,0,0,0,2
6968,1000006968,5,1,7,1,1,0,6,31,3.755955365,44,0,0,0,2
6969,1000006969,3,2,3,2,2,0,1,36,2.132821763,0,0,0,0,1
6970,1000006970,1,2,2,2,5,2,5,18,3.53301666,12,0,0,0,2
6971,1000006971,1,1,4,1,2,4,2,5,1.543724064,0,0,0,0,1
6972,1000006972,3,2,7,2,6,4,2,44,1.364609348,0,0,0,0,1
6973,1000006973,2,3,6,2,4,5,3,355,1.597338731,13,0,0,0,2
6974,1000006974,1,2,7,3,4,1,6,35,3.400026755,0,0,0,0,1
6975,1000006975,4,1,7,2,2,1,3,9,2.061051431,0,0,0,0,1
6976,1000006976,6,2,7,3,2,3,6,89,3.093956947,0,0,0,0,1
6977,1000006977,5,2,3,3,3,0,6,74,3.060257505,60,0,0,0,3
6978,1000006978,4,1,4,1,1,1,3,1,5.509994334,23,0,0,0,1
6979,1000006979,1,2,7,3,4,0,1,19,4.3312426,45,0,0,0,2
6980,1000006980,4,2,7,3,4,2,3,13,2.139500689,10,0,0,0,1
6981,1000006981,1,1,4,1,2,1,1,7,5.097166568,0,0,0,0,1
6982,1000006982,3,2,3,2,2,2,6,36,8.728599413,30,0,0,0,2
6983,1000006983,2,3,1,3,10,3,1,97,9.182118694,14,0,0,0,3
6984,1000006984,1,3,7,3,13,5,3,600,1.068576016,0,0,0,0,3
6985,1000006985,5,2,3,3,5,2,5,69,2.80279888,11,0,0,0,2
6986,1000006986,2,3,6,2,2,4,3,137,2.107475536,0,0,0,0,1
6987,1000006987,4,2,2,1,4,1,3,16,1.548157199,0,0,0,0,1
6988,1000006988,5,3,3,2,6,1,5,166,1.118273469,20,0,0,0,2
6989,1000006989,4,1,3,1,3,0,1,23,5.067626983,47,0,0,0,2
6990,1000006990,5,3,6,2,8,2,3,50,2.167571719,0,0,0,0,1
6991,1000006991,2,1,2,1,4,1,5,5,0.758287776,15,0,0,0,1
6992,1000006992,2,2,7,3,3,4,6,50,8.306281704,0,0,0,0,2
6993,1000006993,3,3,7,3,7,2,5,72,2.830952752,20,0,0,0,2
6994,1000006994,3,3,3,2,7,1,5,194,0.964903607,0,0,0,0,1
6995,1000006995,5,2,5,3,6,1,4,32,1.474583682,25,0,0,0,2
6996,1000006996,4,2,3,2,2,0,2,38,2.665301002,29,0,0,0,2
6997,1000006997,2,1,5,1,1,0,6,3,2.107983223,44,0,0,0,1
6998,1000006998,5,2,3,2,3,3,5,28,2.237267601,0,0,0,0,1
6999,1000006999,3,2,2,2,2,1,1,90,2.003967395,0,0,0,0,2
7000,1000007000,5,2,4,2,1,1,6,82,5.731889988,0,0,0,0,2
7001,1000007001,5,3,6,2,9,5,6,35,0.509306875,13,0,0,0,1
7002,1000007002,4,3,3,2,6,1,5,72,2.815287221,18,0,0,0,2
7003,1000007003,2,2,4,2,2,2,3,57,3.365603691,23,0,0,0,2
7004,1000007004,4,2,2,1,2,2,3,40,1.311230132,0,0,0,0,1
7005,1000007005,5,1,5,1,0,1,3,5,8.695572511,0,0,0,0,1
7006,1000007006,3,3,6,2,2,0,5,100,0.841836023,17,0,0,0,2
7007,1000007007,7,2,3,2,4,0,4,81,1.92840954,0,0,0,0,1
7008,1000007008,2,1,6,1,2,1,3,2,2.272789617,8,0,0,0,1
7009,1000007009,1,2,3,2,1,2,3,24,0.920966935,0,0,0,0,1
7010,1000007010,3,1,2,1,3,1,2,0,1.183236242,0,0,0,0,1
7011,1000007011,3,2,2,1,5,2,6,16,2.916993709,16,0,0,0,2
7012,1000007012,2,3,7,3,11,7,3,236,0.0,11,0,0,0,2
7013,1000007013,7,2,7,2,3,4,5,19,1.0761195,10,0,0,0,1
7014,1000007014,5,2,5,3,5,1,1,42,5.022047366,0,0,0,0,2
7015,1000007015,2,2,5,3,1,2,3,14,2.113132262,0,0,0,0,1
7016,1000007016,4,2,4,2,2,0,3,18,0.248913595,6,0,0,0,1
7017,1000007017,1,2,2,1,3,0,4,263,4.09376478,37,0,0,0,3
7018,1000007018,4,1,2,1,0,1,6,6,3.056104946,0,0,0,0,1
7019,1000007019,5,3,3,2,5,5,3,31,15.87683254,0,0,0,0,1
7020,1000007020,1,2,7,3,0,5,1,59,4.630820746,7,0,0,0,2
7021,1000007021,1,1,5,1,2,2,1,89,17.14914693,16,0,0,0,3
7022,1000007022,1,3,3,2,10,3,3,1295,2.175058512,0,0,0,0,2
